subid,subage,condition,trial,agent,novel,familiar,pick,position_novel,pick_src,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age
190327_1_me,2,basic_me,11,Frog,t02,barrel,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,7180,2019-03-27,MM,keep,M,2017-02-27,2.0767123287671234,TRUE
190327_1_me,2,basic_me,12,Pig,t12,apple,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,9954,2019-03-27,MM,keep,M,2017-02-27,2.0767123287671234,TRUE
190327_2_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6422,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5901,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,1,Bear,t03,horseshoe,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,5724,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,2,Monkey,t04,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5482,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,3,Bunny,t02,apple,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,7439,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,4,Frog,t11,bread,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,7141,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,5,Beaver,t14,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,15952,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,6,Mouse,t21,duck,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,9686,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,7,Pig,t15,eggplant,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,9338,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,8,Elephant,t19,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,6364,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,9,Cat,t16,carrot,carrot,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/carrot.png,0,11747,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,10,Sheep,t01,kite,t01,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,8066,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,11,Dog,t08,papaya,papaya,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/papaya.png,0,7183,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_2_me,2,basic_me,12,Tiger,t20,garlic,garlic,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,9132,2019-03-27,MM,keep,F,2016-07-05,2.7260273972602738,TRUE
190327_3_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,14608,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,6919,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,1,Mouse,t14,kite,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,18810,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,2,Bear,t20,barrel,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,11770,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,3,Bunny,t08,bread,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,11923,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,4,Elephant,t04,carrot,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,9473,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,5,Pig,t19,pawn,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,9839,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,6,Frog,t07,garlic,garlic,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,17840,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,7,Tiger,t01,duck,duck,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/duck.png,0,14339,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,8,Beaver,t12,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,34957,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,9,Monkey,t11,horseshoe,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,8960,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,10,Dog,t21,apple,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,7665,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,11,Sheep,t02,eggplant,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,7282,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_3_me,2,basic_me,12,Cat,t16,papaya,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,8868,2019-03-27,MM,keep,M,2016-10-22,2.4273972602739726,TRUE
190327_4_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,7951,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,6554,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,1,Cat,t14,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,5658,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,2,Monkey,t04,duck,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,6076,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,3,Pig,t07,barrel,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5807,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,4,Beaver,t11,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,6175,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,5,Bunny,t16,bread,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,5602,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,6,Frog,t21,kite,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,5623,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,7,Dog,t08,papaya,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,6452,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,8,Mouse,t15,horseshoe,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,7191,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,9,Bear,t12,eggplant,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5907,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,10,Tiger,t19,garlic,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,7006,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,11,Sheep,t01,apple,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,5393,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_4_me,4,basic_me,12,Elephant,t03,carrot,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,5522,2019-03-27,MM,keep,M,2014-12-04,4.3123287671232875,TRUE
190327_5_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,15245,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,11080,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,1,Pig,t09,duck,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,9085,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,2,Sheep,t20,plug,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,8486,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,3,Dog,t16,barrel,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,9999,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,4,Elephant,t11,papaya,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,9124,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,5,Mouse,t01,horseshoe,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,7383,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,6,Bear,t21,bread,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,5096,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,7,Frog,t12,eggplant,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5696,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,8,Beaver,t07,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,7762,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,9,Bunny,t04,kite,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5174,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,10,Monkey,t03,apple,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6586,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,11,Tiger,t15,carrot,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,6005,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_5_me,4,basic_me,12,Cat,t08,garlic,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,5102,2019-03-27,MM,keep,F,2015-02-21,4.095890410958904,TRUE
190327_6_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,9191,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,6837,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,1,Frog,t12,bread,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,6616,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,2,Beaver,t19,garlic,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,9186,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,3,Cat,t02,pawn,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,6389,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,4,Elephant,t03,duck,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6658,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,5,Mouse,t17,carrot,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,7342,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,6,Dog,t16,kite,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,5622,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,7,Tiger,t09,papaya,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,7383,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,8,Monkey,t21,apple,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,7120,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,9,Pig,t14,barrel,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,6274,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,10,Sheep,t04,plug,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5895,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,11,Bear,t20,horseshoe,horseshoe,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6122,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_6_me,4,basic_me,12,Bunny,t08,eggplant,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,9344,2019-03-27,MM,keep,M,2014-11-15,4.364383561643836,TRUE
190327_7_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,8682,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5390,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,1,Bear,t14,carrot,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,6421,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,2,Bunny,t03,bread,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6275,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,3,Pig,t21,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,9241,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,4,Monkey,t07,apple,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,6818,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,5,Tiger,t09,garlic,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,5945,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,6,Frog,t04,eggplant,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5621,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,7,Mouse,t16,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,7772,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,8,Sheep,t17,duck,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,5451,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,9,Cat,t02,kite,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,7291,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,10,Elephant,t20,horseshoe,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,5254,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,11,Dog,t11,barrel,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,6590,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190327_7_me,4,basic_me,12,Beaver,t08,papaya,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,5760,2019-03-27,MM,keep,F,2015-01-10,4.210958904109589,TRUE
190328_1_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6571,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,14440,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,1,Monkey,t02,barrel,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,9489,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,2,Dog,t15,carrot,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,9231,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,3,Bear,t19,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,6705,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,4,Frog,t20,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,5312,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,5,Elephant,t12,papaya,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,6855,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,6,Cat,t03,pawn,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,7597,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,7,Pig,t09,kite,kite,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/kite.png,0,8238,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,8,Sheep,t16,apple,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,6447,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,9,Beaver,t08,duck,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,6494,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,10,Bunny,t07,eggplant,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,6349,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,11,Tiger,t14,bread,bread,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/bread.png,0,5241,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_1_me,2,basic_me,12,Mouse,t11,garlic,garlic,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,6729,2019-03-28,MM,keep,M,2016-08-09,2.632876712328767,TRUE
190328_2_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6380,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5385,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,1,Tiger,t14,papaya,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,9775,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,2,Cat,t02,eggplant,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,8763,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,3,Beaver,t09,horseshoe,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,6814,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,4,Elephant,t19,kite,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,5738,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,5,Monkey,t12,pawn,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,6788,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,6,Bear,t11,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,6337,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,7,Dog,t17,bread,t17,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,6445,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,8,Pig,t01,duck,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6718,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,9,Frog,t21,carrot,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,6127,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,10,Mouse,t07,apple,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,8489,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,11,Bunny,t04,plug,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,7089,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_2_me,4,basic_me,12,Sheep,t08,garlic,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,7955,2019-03-28,MM,keep,F,2014-11-08,4.3863013698630136,TRUE
190328_3_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,13744,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,7760,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,1,Mouse,t08,pawn,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,11369,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,2,Tiger,t02,kite,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,8170,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,3,Sheep,t17,apple,t17,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,7340,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,4,Monkey,t14,duck,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,13048,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,5,Frog,t11,garlic,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,6015,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,6,Elephant,t04,eggplant,eggplant,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/eggplant.png,0,6397,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,7,Bunny,t03,bread,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,5498,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,8,Cat,t16,papaya,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,6385,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,9,Dog,t12,carrot,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,8884,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,10,Beaver,t21,plug,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,7057,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,11,Pig,t20,horseshoe,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,8424,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_3_me,2,basic_me,12,Bear,t01,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,7200,2019-03-28,MM,keep,F,2017-02-18,2.1041095890410957,TRUE
190328_5_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6151,2019-03-28,MM,keep,M,2016-08-23,2.5945205479452054,TRUE
190328_5_me,2,basic_me,train2,Pig,ball,t10,t10,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t10.png,0,5694,2019-03-28,MM,keep,M,2016-08-23,2.5945205479452054,TRUE
190328_5_me,2,basic_me,1,Sheep,t17,eggplant,t17,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,10037,2019-03-28,MM,keep,M,2016-08-23,2.5945205479452054,TRUE
